"schema","uuid","id","title","datasetcreationdate","abstract","keyword","geoBox","temporalExtent","image","responsibleParty","link","metadatacreationdate","LegalConstraints"
"iso19139","aec7eb5d-7bcd-415c-8981-b9eeeed7d81d","1383","Sandusky Bay Buoy 2 (bgsusd2)","2017-06-10","The dataset is provided by an YSI EXO-2 water quality sonde installed on a buoy East of the Edison Bridge bisecting Sandusky Bay.  The sonde will measure parameters important in tracking the intensity of a persistent Planktothrix harmful algal bloom.","ph###water temperature###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -82.769028###Latitude 41.463222###Lake Erie###Great Lakes###Sandusky Bay###City of Sandusky###bgsusd2###HABs###Harmful Algal Blooms###Water intake###BGSU###GLOS###dissolved oxygen###dissolved oxygen saturation###ph###water temperature###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###dissolved gasses###Lake Erie###Great Lakes###Sandusky Bay###bgsusd###microcystin###Planktothrix###Microcystis###habs###observationsBuoys###temperature###water_quality###WindDirection###WindSpeed###ysi_chlorophyll###ysi_blue_green_algae###AirTemperature###Air Pressure###WaterTemperature###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen###ysi_turbidity###ph","-82.76903###-82.76903###41.46322###41.46322","2017-06-27","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=aec7eb5d-7bcd-415c-8981-b9eeeed7d81d&fname=bgsusd_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=aec7eb5d-7bcd-415c-8981-b9eeeed7d81d&fname=bgsusd_sm.png","George S. BullerjahnBowling Green State UniversityProfessor of Biological Sciences419-372-8527Department of Biological SciencesLife Sciences 516Bowling GreenOH43403United Statesbullerj@bgsu.eduhttp://www.bgsu.edu/news/2012/11/saving-lake-erie.html###George S. BullerjahnBowling Green State UniversityProfessor of Biological Sciencesbullerj@bgsu.edu","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=bgsusd2+-+Sandusky+Bay+2######http://data.glos.us/metadata?uuid=aec7eb5d-7bcd-415c-8981-b9eeeed7d81d","2018-10-09T17:30:43","",
"iso19139","9f4a657f-2648-49dd-917e-61c9c8205cea","865","NOAA GLERL WE8 (glerlwe8)","2015-07-24","GLERL and CIGLR researchers are working to identify factors that influence harmful algal blooms (HABs) and to develop methods to forecast toxic cyanobacteria blooms. Research is focused on improving our ability to predict when algal blooms will occur, whether or not they are toxic, and their impact on human health. Field monitoring and observations collected by GLERL researchers keep track of nutrients at six master stations and two fixed moorings in western Lake Erie. The information gained from the field monitoring and observation assists in the development of probabilistic models for Lake Erie, which will be used to predict the magnitude of algal blooms while taking into account seasonal factors. GLERL and CILER's research and models support NOAA's National Centers for Coastal Ocean Science in monitoring and forecasting these harmful blooms through the the Harmful Algal Bloom Bulletin.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###water quality###dissolved gasses###turbidity###Longitude -83.359167###Latitude 41.819167###Lake Erie###Great Lakes###glerlwe8###HABs###Harmful Algal Blooms###GLOS###dissolved oxygen###dissolved oxygen saturation###NOAA GLERL###water temperature###ph###conductivity###cyanobacteria###blue-green algae###chlorophyll###water quality###dissolved gasses###turbidity###Lake Erie###Great Lakes###WE8###CIGLR###habs###observationsBuoys###temperature###water_quality###WindDirection###WindSpeed###ysi_chlorophyll###ysi_blue_green_algae###AirTemperature###Wind Gust###Air Pressure###WaterTemperature###ysi_turbidity###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen###battery_voltage","-83.36###-83.36###41.82###41.82","2015-07-24","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=9f4a657f-2648-49dd-917e-61c9c8205cea&fname=sondes.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=9f4a657f-2648-49dd-917e-61c9c8205cea&fname=sondes_sm_s.png","Russ MillerUniversity of Michigan - Cooperative Institute for Great Lakes Research (CIGLR)rusmil@umich.eduhttps://ciglr.seas.umich.edu/###Steve RubergNOAA GLERLSteve.Ruberg@noaa.govhttp://www.glerl.noaa.gov/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=NOAA+GLERL+WE8######http://data.glos.us/metadata?uuid=9f4a657f-2648-49dd-917e-61c9c8205cea######https://www.glerl.noaa.gov/res/HABs_and_Hypoxia/habTracker.html","2018-10-09T17:54:33","",
"iso19139","3e3d8d19-fbfc-4a4d-b083-d48b4dbf818e","864","NOAA GLERL WE4 (glerlwe4)","2015-07-24","GLERL and CIGLR researchers are working to identify factors that influence harmful algal blooms (HABs) and to develop methods to forecast toxic cyanobacteria blooms. Research is focused on improving our ability to predict when algal blooms will occur, whether or not they are toxic, and their impact on human health. Field monitoring and observations collected by GLERL researchers keep track of nutrients at six master stations and two fixed moorings in western Lake Erie. The information gained from the field monitoring and observation assists in the development of probabilistic models for Lake Erie, which will be used to predict the magnitude of algal blooms while taking into account seasonal factors. GLERL and CIGLR's research and models support NOAA's National Centers for Coastal Ocean Science in monitoring and forecasting these harmful blooms through the the Harmful Algal Bloom Bulletin.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###water quality###dissolved gasses###turbidity###Longitude -83.195###Latitude 41.826667###Lake Erie###Great Lakes###glerlwe4###HABs###Harmful Algal Blooms###GLOS###dissolved oxygen###dissolved oxygen saturation###NOAA GLERL###WE4###water temperature###ph###conductivity###cyanobacteria###blue-green algae###chlorophyll###water quality###dissolved gasses###turbidity###Lake Erie###Great Lakes###CIGLR###habs###observationsBuoys###temperature###water_quality###WindDirection###WindSpeed###ysi_chlorophyll###ysi_blue_green_algae###AirTemperature###Wind Gust###Air Pressure###WaterTemperature###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen###battery_voltage###ysi_turbidity","-83.2###-83.2###41.83###41.83","2015-07-24","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=3e3d8d19-fbfc-4a4d-b083-d48b4dbf818e&fname=sondes.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=3e3d8d19-fbfc-4a4d-b083-d48b4dbf818e&fname=sondes_sm_s.png","Russ MillerUniversity of Michigan - Cooperative Institute for Great Lakes Research (CIGLR)rusmil@umich.eduhttps://ciglr.seas.umich.edu###Steve RubergNOAA GLERLSteve.Ruberg@noaa.govhttp://www.glerl.noaa.gov/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=NOAA+GLERL+WE4######http://data.glos.us/metadata?uuid=3e3d8d19-fbfc-4a4d-b083-d48b4dbf818e######https://www.glerl.noaa.gov/res/HABs_and_Hypoxia/habTracker.html","2018-10-09T17:53:51","",
"iso19139","3fab4ec1-7983-41c4-98f7-4bb13231b167","863","NOAA GLERL WE2 (glerlwe2)","2015-07-24","GLERL and CIGLR researchers are working to identify factors that influence harmful algal blooms (HABs) and to develop methods to forecast toxic cyanobacteria blooms. Research is focused on improving our ability to predict when algal blooms will occur, whether or not they are toxic, and their impact on human health. Field monitoring and observations collected by GLERL researchers keep track of nutrients at six master stations and two fixed moorings in western Lake Erie. The information gained from the field monitoring and observation assists in the development of probabilistic models for Lake Erie, which will be used to predict the magnitude of algal blooms while taking into account seasonal factors. GLERL and CIGLR's research and models support NOAA's National Centers for Coastal Ocean Science in monitoring and forecasting these harmful blooms through the the Harmful Algal Bloom Bulletin.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###water quality###dissolved gasses###turbidity###Longitude -83.331###Latitude 41.762###Lake Erie###Great Lakes###glerlwe2###HABs###Harmful Algal Blooms###GLOS###dissolved oxygen###dissolved oxygen saturation###NOAA GLERL###water temperature###ph###conductivity###cyanobacteria###blue-green algae###chlorophyll###water quality###dissolved gasses###turbidity###Lake Erie###WE2###Great Lakes###CIGLR###habs###observationsBuoys###temperature###water_quality###WindDirection###WaterTemperature###AirTemperature###Air Pressure###dissolved_oxygen_saturation###Wind Gust###WindSpeed###ysi_turbidity###dissolved_oxygen###water_conductivity###ysi_blue_green_algae###ysi_chlorophyll###battery_voltage","-83.36###-83.36###41.82###41.82","2015-07-24","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=3fab4ec1-7983-41c4-98f7-4bb13231b167&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=3fab4ec1-7983-41c4-98f7-4bb13231b167&fname=sondes_sm.png","Russ MillerUniversity of Michigan - Cooperative Institute for Great Lakes Research (CIGLR)rusmil@umich.eduhttps://ciglr.seas.umich.edu###Steve RubergNOAA GLERLSteve.Ruberg@noaa.govhttp://www.glerl.noaa.gov/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######https://www.glerl.noaa.gov/res/HABs_and_Hypoxia/habTracker.html######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=NOAA+GLERL+WE2######http://data.glos.us/metadata?uuid=3fab4ec1-7983-41c4-98f7-4bb13231b167","2018-10-09T17:32:24","",
"iso19139","4d80205f-433f-4b65-8d9b-34f4bec1ac04","868","Sandusky Big Island Water Works (bgsusd) [out of the water for the season]","2015-07-04","YSI EXO-2 sonde deployed at the Sandusky Big Island Water Works, measuring water quality parameters (dissolved oxygen, dissolved oxygen saturation, pH, water temperature, conductivity, blue-green algae, chlorophyll, turbidity) in the raw water entering the plant from the primary city water intake.","ph###water temperature###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -82.6502###Latitude 41.4629###Lake Erie###Great Lakes###Sandusky Bay###bgsusd###HABs###Harmful Algal Blooms###Water intake###BGSU###GLOS###dissolved oxygen###dissolved oxygen saturation###ph###water temperature###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###dissolved gasses###Lake Erie###Great Lakes###Sandusky Bay###habs###observationsBuoys###temperature###water_quality###Wind from Direction###Air Pressure###Air Temperature###Water Temperature at Surface###Wind Speed###Significant Wave Period###ysi_turbidity###water_conductivity###dissolved_oxygen###dissolved_oxygen_saturation###ysi_chlorophyll###ysi_blue_green_algae###ph","-82.6502###-82.6502###41.462900000000005###41.462900000000005","2015-07-04","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=4d80205f-433f-4b65-8d9b-34f4bec1ac04&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=4d80205f-433f-4b65-8d9b-34f4bec1ac04&fname=sondes_sm.png","George S. BullerjahnDepartment of Biological Sciences, Bowling Green State UniversityProfessor of Biological Sciences419-372-8527Life Sciences 516Bowling GreenOH43403United Statesbullerj@bgsu.eduhttp://www.bgsu.edu/news/2012/11/saving-lake-erie.html###George S. BullerjahnBowling Green State UniversityProfessor of Biological Sciencesbullerj@bgsu.edu","###http://data.glos.us/habs######https://wqdatalive.com/public/519######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Sandusky+Bay######http://data.glos.us/metadata?uuid=4d80205f-433f-4b65-8d9b-34f4bec1ac04","2018-10-09T17:28:40","",
"iso19139","7179ee32-7084-4460-92af-b16168ae3c41","870","Muskegon Lake buoy (GVSU1)","2012-04-20","GVSU's Annis Water Resources Institute was awarded a 3-year grant from the US EPA Great Lakes Restoration Initiative Program to establish a buoy-based observatory in Muskegon Lake.","air temperature###dew point temperature###significant wave height###wave period###water temperature###wind speed/wind direction###water quality###humidity###air pressure###dew point###significant wave period###water temperature - surface###wind speed###wind gust###wind from direction###GVSU1###buoys###waves###observations###air temperature###dew point temperature###significant wave height###wave period###water temperature###wind speed/wind direction###water quality###humidity###Lake Michigan###Muskegon###MI###Muskegon Lake###Great Lakes###GLOS_funded###Longitude -86.28###Latitude 43.24###Lake Michigan###Muskegon, MI###Muskegon Lake###Great Lakes###observationsBuoys###climatology###temperature###WindDirection###WindSpeed###AirTemperature###Wind Gust###Air Pressure###WaterTemperature###Relative Humidity###WaterTemperature @   7 ft###WaterTemperature @  13 ft###WaterTemperature @  20 ft###WaterTemperature @  26 ft###WaterTemperature @  33 ft","-86.28###-86.28###43.24###43.24","2012-04-20","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=7179ee32-7084-4460-92af-b16168ae3c41&fname=GVSU1_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=7179ee32-7084-4460-92af-b16168ae3c41&fname=GVSU1.png","Bopi BiddandaAnnis Water Resources Institute Grand Valley State University (GVSU)740 W. Shoreline Dr.MuskegonMI49441United Statesbiddandb@gvsu.edu###Ed VerhammeLimnoTechAnn ArborMI###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###https://www.gvsu.edu/wri/buoy/data-current.htm######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Muskegon+Lake+Buoy%28GVSU%29######http://data.glos.us/metadata/srv/eng/main.home?uuid=7179ee32-7084-4460-92af-b16168ae3c41","2018-10-09T17:25:04","",
"iso19139","7d8d48b6-a6d9-4f5e-9dd9-75028cd55f4b","1364","Lake Erie - Central Basin 1 - OMOECC Environmental Sensors","2016-07-12","Real-time water quality data system consisting of a buoy, benthic unit and mid-depth nodes deployed by the Ontario Ministry of the Environment and Climate Change (OMOECC) in Lake Erie. The system is located ~7 km offshore of Port Glasgow, ON in ~18 m of water and is used to monitor nearshore water quality conditions at the surface, bottom, 5 m off bottom and 11 m off bottom within the water column.","water quality###limnology###monitoring###real-time###water temperature###conductivity###current speed###current direction###turbidity###chlorophyll###phycocyanin###dissolved oxygen###water quality###marine environment monitoring###water temperature###conductivity###tidal currents###turbidity###chlorophyll###dissolved gases###cyanobacteria (blue-green algae)###Latitude 42.410###Longitude -81.637###Lake Erie###Port Glasgow###Central Basin###Great Lakes###Ontario###Canada###water quality###monitoring###water temperature###conductivity###tidal currents###turbidity###chlorophyll###dissolved gases###limnology###real-time###current speed###current direction###phycocyanin###dissolved oxygen###Lake Erie###Port Glasgow###Central Basin###Great Lakes###Ontario###Canada###MOECC###OMOECC###cyanobacteria (blue-green algae)###OMOECC_E1###observationsBuoys###water_quality###WaterTemperature###eastward_current###northward_current###water_conductivity###dissolved_oxygen_saturation###ysi_turbidity","-81.636###-81.636###42.409###42.409","2017-06-23","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=7d8d48b6-a6d9-4f5e-9dd9-75028cd55f4b&fname=Lake-Erie-Central-Basin-1_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=7d8d48b6-a6d9-4f5e-9dd9-75028cd55f4b&fname=Lake-Erie-Central-Basin-1.png","Ryan MototsuneOntario Ministry of the Environment and Climate ChangeCrew Chief, Great Lakes Field Operations416-235-6367125 Resources RoadTorontoOntarioM9P 3V6CanadaRyan.Mototsune@ontario.ca","###http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Lake+Erie+-+Central+Basin+1+-+OMOECC+Environmental+Sensors######http://data.glos.us/metadata?uuid=7d8d48b6-a6d9-4f5e-9dd9-75028cd55f4b","2018-10-09T18:01:32","##################Other constraints If data from these sensors are used, it must be referenced that the data came  from these sensors and that the data are from the Ontario Ministry of the Environment  and Climate Change. ###If data from these sensors are used, it must be referenced that the data came from these sensors and that the data are from the Ontario Ministry of the Environment and Climate Change.",
"iso19139","605af2e1-b3a4-44ed-a9fd-1c9b141b7197","1366","Western Lake Ontario 2 - OMOECC Environmental Sensors","2013-08-07","Real-time water quality data system consisting of a buoy, benthic unit and mid-depth nodes deployed by the Ontario Ministry of the Environment and Climate Change (OMOECC) in Lake Ontario. The system is located ~2 km offshore of Etobicoke, ON in ~20 m of water and is used to monitor nearshore water quality conditions at the surface, bottom, 5 m off bottom and 11 m off bottom within the water column.","water quality###limnology###monitoring###real-time###water temperature###conductivity###current speed###current direction###turbidity###chlorophyll###phycocyanin###water quality###marine environment monitoring###water temperature###conductivity###tidal currents###turbidity###chlorophyll###dissolved gases###cyanobacteria (blue-green algae)###Latitude 43.57319###Longitude -79.51272###Lake Ontario###Western Lake Ontario###Etobicoke###Toronto###Great Lakes###Ontario###Canada###water quality###monitoring###water temperature###conductivity###tidal currents###turbidity###chlorophyll###dissolved gases###limnology###real-time###current speed###current direction###Lake Ontario###Etobicoke###Western Lake Ontario###Great Lakes###Ontario###Canada###MOECC###OMOECC###cyanobacteria (blue-green algae)###Toronto###OMOECC_O2###observationsBuoys###water_quality###WaterTemperature###ysi_turbidity###water_conductivity###eastward_current###northward_current","-79.513###-79.513###43.573###43.573","2017-06-23","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=605af2e1-b3a4-44ed-a9fd-1c9b141b7197&fname=Western-Lake-Ontario-2_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=605af2e1-b3a4-44ed-a9fd-1c9b141b7197&fname=Western-Lake-Ontario-2.png","Ryan MototsuneOntario Ministry of the Environment and Climate ChangeCrew Chief, Great Lakes Field Operations416-235-6367125 Resources RoadTorontoOntarioM9P 3V6CanadaRyan.Mototsune@ontario.ca","###http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Western+Lake+Ontario+2+-+OMOECC+Environmental+Sensors######http://data.glos.us/metadata?uuid=605af2e1-b3a4-44ed-a9fd-1c9b141b7197","2018-10-09T18:00:32","##################Other constraints If data from these sensors are used, it must be referenced that the data came  from these sensors and that the data are from the Ontario Ministry of the Environment  and Climate Change. ###If data from these sensors are used, it must be referenced that the data came from these sensors and that the data are from the Ontario Ministry of the Environment and Climate Change.",
"iso19139","a4726300-1ff9-4282-810a-7721397384e8","1365","Western Lake Ontario 1 - OMOECC Environmental Sensors","2008-07-08","Real-time water quality data system consisting of a buoy and benthic unit deployed by the Ontario Ministry of the Environment and Climate Change (OMOECC) in Lake Ontario. The system is located ~2 km offshore of Ajax, ON in ~20 m of water and is used to monitor nearshore water quality conditions at the surface and bottom of the water column.","water quality###limnology###monitoring###real-time###water temperature###conductivity###current speed###current direction###turbidity###chlorophyll###water quality###marine environment monitoring###water temperature###conductivity###tidal currents###turbidity###chlorophyll###dissolved gases###Latitude 43.80139###Longitude -79.01208###Lake Ontario###Western Lake Ontario###Ajax###Great Lakes###Ontario###Canada###water quality###monitoring###water temperature###conductivity###tidal currents###turbidity###chlorophyll###dissolved gases###limnology###real-time###current speed###current direction###Lake Ontario###Ajax###Western Lake Ontario###Great Lakes###Ontario###Canada###MOECC###OMOECC###OMOECC_O1###observationsBuoys###water_quality###WaterTemperature###eastward_current###northward_current###water_conductivity###ysi_turbidity","-79.012###-79.012###43.801###43.801","2017-06-07","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=a4726300-1ff9-4282-810a-7721397384e8&fname=Western-Lake-Ontario-1_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=a4726300-1ff9-4282-810a-7721397384e8&fname=Western-Lake-Ontario-1.png","Ryan MototsuneOntario Ministry of the Environment and Climate ChangeCrew Chief, Great Lakes Field Operations416-235-6367125 Resources RoadTorontoOntarioM9P 3V6CanadaRyan.Mototsune@ontario.ca","###http://data.glos.us/metadata?uuid=a4726300-1ff9-4282-810a-7721397384e8######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Western+Lake+Ontario+1+-+OMOECC+Environmental+Sensors","2018-10-09T17:57:19","##################Other constraints If data from these sensors are used, it must be referenced that the data came  from these sensors and that the data are from the Ontario Ministry of the Environment  and Climate Change. ###If data from these sensors are used, it must be referenced that the data came from these sensors and that the data are from the Ontario Ministry of the Environment and Climate Change.",
"iso19139","71ca86d3-f70a-403c-9213-488e40bdaf4c","74","UM Bio Station buoy (UMBIO)","2010-08-18","University of Michigan Biological Field Station in-situ buoy in Douglas Lake (northwestern Lower Peninsula of Michigan), operated by the University of Michigan CIGLR.","atmospheric pressure###air temperature###dew point temperature###water temperature###wind speed/wind direction###air pressure###dew point###water temperature - surface###wind speed###wind gust###wind from direction###thermistor###GLOS###UMBIO###buoys###observations###atmospheric pressure###air temperature###dew point temperature###water temperature###wind speed/wind direction###Douglas Lake###Great Lakes###MI###CIGLR###Longitude -85.67###Latitude 45.57###Douglas Lake, MI###Great Lakes###observationsBuoys###climatology###temperature###WindDirection###WindSpeed###AirTemperature###Dew Point###Wind Gust###Air Pressure###Solar Radiation###WaterTemperature###water_conductivity###ph###dissolved_oxygen_saturation###dissolved_oxygen###battery_voltage###ysi_turbidity###WaterTemperature @  14 ft###WaterTemperature @  23 ft###WaterTemperature @  32 ft###WaterTemperature @  41 ft###WaterTemperature @  50 ft###WaterTemperature @  59 ft###WaterTemperature @  68 ft###WaterTemperature @  77 ft","-84.67###-84.67###45.57###45.57","2010-08-18","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=71ca86d3-f70a-403c-9213-488e40bdaf4c&fname=umbio_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=71ca86d3-f70a-403c-9213-488e40bdaf4c&fname=umbio.png","Russ MillerUniversity of Michigan - Cooperative Institute for Great Lakes Research (CIGLR)G110 Dana Building 440 Church StAnnArborMI48109rusmil@umich.eduhttps://ciglr.seas.umich.edu###Adam SchubelResident Biologist (maintains buoy)aschubel@umich.edu###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://uglos.mtu.edu/station_page.php?station=UMBIO######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=University+of+Michigan+Biological+Station######http://data.glos.us/metadata?uuid=71ca86d3-f70a-403c-9213-488e40bdaf4c","2018-10-09T18:05:15","",
"iso19139","8575498d-4635-4ed3-8a5e-773123c3dcb8","1007","Ashtabula Water Intake (leash)","2015-11-19","A YSI EXO2 sonde is installed in the raw water intake pipe at the water treatment plant operated by Aqua America in Ashtabula, Ohio. The sensor is located approximately 3ft below the water surface in the intake transmission pipe. The station was installed by LimnoTech on November 19, 2015 and is part of the GLOS Lake Erie HABs monitoring network.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -80.807###Latitude 41.904###Lake Erie###Great Lakes###leash###Ashtabula, OH###HABs###Harmful Algal Blooms###GLOS###water temperature###pH###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###Lake Erie###Great Lakes###habs###observationsBuoys###temperature###water_quality###ysi_turbidity###water_conductivity###ysi_blue_green_algae###ysi_chlorophyll###ph###dissolved_oxygen_saturation###dissolved_oxygen###Water Temperature at Surface","-80.807###-80.807###41.904###41.904","2015-11-20","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0&fname=sondes.png","Joe FlahiffAqua Americajmflahiff@aquaamerica.com###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Ashtabula+Water+Intake######http://data.glos.us/metadata?uuid=8575498d-4635-4ed3-8a5e-773123c3dcb8","2018-10-09T17:55:36","",
"iso19139","553f3d10-c217-44d2-bf7e-cf8d67cd6a6b","1427","Sandusky Big Island Water Works (lebiww)","2018-04-04","The dataset is provided by an YSI EXO-2 water quality sonde installed within the Big Island Water Works, Sandusky OH.   Water from the primary City water intake located in Lake Erie at 41.4629, -82.6501 is pumped to a flow cell, where the sonde is mounted within the water plant.  The water intake is at a depth of 12 meters.","ph###water temperature###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -82.650147###Latitude 41.462971###Lake Erie###Great Lakes###Sandusky Bay###City of Sandusky###lebiww###HABs###Harmful Algal Blooms###Water intake###BGSU###GLOS###dissolved oxygen###dissolved oxygen saturation###pH###water temperature###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###dissolved gasses###Lake Erie###Great Lakes###Sandusky Bay###microcystin###Planktothrix###Microcystis###habs###observationsBuoys###temperature###ysi_chlorophyll###ysi_blue_green_algae###WaterTemperature###ph###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen###ysi_turbidity###battery_voltage","-82.65015###-82.65015###41.46297###41.46297","2018-04-04","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=e3567cc2-1087-443d-a25b-b993d1778187&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=e3567cc2-1087-443d-a25b-b993d1778187&fname=sondes.png","George S. BullerjahnBowling Green State UniversityProfessor of Biological Sciences419-372-8527Department of Biological SciencesLife Sciences 516Bowling GreenOH43403United Statesbullerj@bgsu.eduhttp://www.bgsu.edu###Orin McMonigleBig Island Water WorksSuperintendent of Water Servicesomcmonigle@ci.sandusky.oh.us###George S. BullerjahnBowling Green State UniversityProfessor of Biological Sciencesbullerj@bgsu.edu","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Lake+Erie+Big+Island+Water+Works######http://data.glos.us/metadata?uuid=553f3d10-c217-44d2-bf7e-cf8d67cd6a6b","2018-10-09T18:20:53","",
"iso19139","3b5cc334-26fe-4166-839c-17e76efa5d6e","1393","Lorain Water Intake (lelorain)","2018-03-05","Water Purification has a long and significant history in the City of Lorain. Our first municipal water plant and distribution system were placed into service in 1884. However, at the time water was simply pumped out of the Black River into the wooden pipes of the distribution system without treatment. A typhoid epidemic in 1893 was believed to have resulted from the lack of filtration. In 1896 construction of a water purification plant was authorized. Lorain became the first plant in the United States to start construction for the express purpose of filtering all the water to remove bacteria. The primary source for the potable water intake was switched to Lake Erie with the Black River intake as only a secondary source. Today, all water is drawn from a crib 26.5ft deep and 2,800 feet out in Lake Erie from outside the breakwall. A YSI EXO2 sonde is installed in the lake pump station for the city of Lorain, Ohio. The sensor is located approximately 6ft below the water surface and was installed on January 27, 2018 and is part of the GLOS Lake Erie HABs monitoring network.","water temperature###ph###conductivity###chlorophyll###turbidity###water quality###dissolved gasses###cyanobacteria (blue-green algae)###Longitude -82.19###Latitude 41.47###Lake Erie###Great Lakes###lelorain###Lorain, OH###HABs###Harmful Algal Blooms###GLOS###water temperature###pH###conductivity###chlorophyll###turbidity###water quality###Lake Erie###Great Lakes###blue-green algae###cyanobacteria###habs###observationsBuoys###temperature###water_quality###ysi_chlorophyll###WaterTemperature###ysi_turbidity###ph###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen###ysi_blue_green_algae","-82.19###-82.19###41.47###41.47","2018-03-05","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0&fname=sondes.png","City of Lorain, Ohio###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Lorain+Water+Intake######http://data.glos.us/metadata?uuid=3b5cc334-26fe-4166-839c-17e76efa5d6e######http://glbuoys.glos.us/lelorain","2018-10-09T18:14:08","",
